130,50,1597,50,1597,134,130,134
130,181,2182,181,2182,228,130,228
130,228,620,228,620,268,130,268
188,370,1187,370,1187,413,188,413
272,439,1249,439,1249,479,272,479
272,504,1684,504,1684,544,272,544
185,570,933,570,933,617,185,617
272,639,1038,639,1038,679,272,679
272,704,1819,704,1819,748,272,748
130,769,359,769,359,813,130,813
272,838,1260,838,1260,878,272,878
130,907,266,911,264,954,129,949
272,973,2102,973,2102,1016,272,1016
